SMILES,HLM CLint,MLM CLint,row_id,split
Cc1c2ccncc2cc2c3cc(OCCN4CCC(O)CC4)ccc3n(C)c12,18.4,177.3,39,train
Cc1c2ccncc2cc2c3cc(OCCN4CCC(F)CC4)ccc3n(C)c12,26.6,545.1,40,train
Cc1c2ccncc2cc2c3cc(OC[C@H](C)N(C)C)ccc3n(C)c12,13.2,260.7,41,val
Cc1c2c(cc3c4cc(OCC5=NCCN5)ccc4n(C)c13)C(=O)NCC2,20.6,175.5,42,train
CN(C)CCOc1ccc2c(c1)c1cc3cnccc3cc1n2C,19.5,369.4,43,val
Cc1c2ccnc(C(=O)N[C@H](C)CN(C)C)c2cc2c3c(OCCCN4CCN(C)CC4)cccc3n(C)c12,22.7,122.1,44,train
Cn1c2ccc(OCCN3CCCCC3)cc2c2nc3cnccc3nc21,11.2,448.1,45,train
Cc1c2ccncc2cc2c3cc(C#N)ccc3n(C)c12,136.7,899.7,46,val
Cn1c2ccc(OCC3=NCCN3)cc2c2cc3ccncc3nc21,27.9,1145.2,47,val
Cn1c2ccc(OCCN3CCOCC3)cc2c2nc3cnccc3nc21,20.0,1125.8,48,train
Cc1c2c(cc3c4cc(OCC5=NCCN5)ccc4n(C)c13)C(=O)N(C)CC2,12.9,439.1,49,train
Cc1c2ccncc2cc2c3cc(OCC4=NCCN4)cc(F)c3n(C)c12,12.6,1129.6,50,train
CCn1c2ccc(OCC3=NCCN3)cc2c2cc3cnccc3cc21,24.7,273.9,51,train
Cn1c2ccc(OCC(=N)N)cc2c2cc3ncccc3cc21,15.7,1853.6,52,val
COc1ccc(Nc2nccc(NCCc3ccncc3)n2)cc1,104.8,1164.8,53,train
c1cc2cc3[nH]c4ccc(OCC5=NCCN5)cc4c3cc2cn1,22.8,193.3,54,train
CNc1ccnc(N(CCc2cccnc2)c2ccnc(Nc3ccc(Cl)cc3)n2)n1,25.4,339.3,55,train
NC(=O)CN1C(=O)Cc2ccc(-c3ccccc3)cc21,13.5,136.3,56,train
CNc1ccnc(N(CCc2cccnc2)c2ccnc(Nc3ccc(OC)cc3)n2)n1,20.6,319.3,57,train
CNc1ccnc(N(CCc2ccncc2)c2ccnc(Nc3ccc(OC)cc3)n2)n1,19.9,361.8,58,train
Cc1c2cnccc2cc2c3cc(OCCN(C)C)ccc3n(C)c12,33.4,664.2,59,train
Cc1c2ccncc2cc2c3cc(OCC[C@@H](C)N)ccc3n(C)c12,14.0,193.9,60,val
COc1ccc2c(c1)c1cc(NC(=O)NCCN(C)C)nc(C)c1n2C,22.0,304.7,61,val
NC(=O)CCN1C(=O)Cc2c1ccc1ccccc21,9.6,379.0,62,train
Cc1c2ccncc2cc2c3cc(OCC[C@H](C)N)ccc3n(C)c12,17.1,236.2,63,val
Cc1c2ccncc2cc2c3cc(OC[C@H](C)Nc4ccccn4)ccc3n(C)c12,148.1,1513.3,64,val
CC(=O)N[C@@H](C)COc1ccc2c(c1)c1cc3cnccc3c(C)c1n2C,30.8,653.2,65,val
Cc1c2ccncc2cc2c3cc(OC[C@H](C)NC(N)=O)ccc3n(C)c12,20.4,491.5,66,val
NC(=O)Cn1ccc2ccc(-c3ccccc3)cc21,44.2,1073.4,67,train
Cc1nc(NC(=O)NCCN(C)C)cc2c3cc(OCC(N)=O)ccc3n(C)c12,15.3,166.2,68,val
CCCN[C@@H](C)COc1ccc2c(c1)c1cc3cnccc3c(C)c1n2C,15.4,240.6,69,val
COCCN[C@@H](C)COc1ccc2c(c1)c1cc3cnccc3c(C)c1n2C,17.1,239.0,70,val
Cc1c2ccncc2cc2c3cc(OC[C@H](C)NCC(F)F)ccc3n(C)c12,54.2,1418.1,71,val
Cc1c2ccncc2cc2c3cc(C(=O)NC[C@H](C)N)ccc3n(C)c12,16.0,156.6,72,val
Cc1c2ccncc2cc2c3cc(C(=O)N[C@@H](C)CN)ccc3n(C)c12,27.9,245.5,73,val
Cc1c2ccncc2cc2c3cc(C(=O)N[C@H](C)CN)ccc3n(C)c12,16.0,444.9,74,val
Cn1c2ccc(OCC(N)=O)cc2c2cc(-c3ccccc3)ccc21,77.6,435.7,75,train
Cn1c2ccc(OCC(N)=O)cc2c2cc(-c3ccncc3)ccc21,19.6,265.0,76,train
Cc1c2ccncc2cc2c3cc(C(=O)NC[C@@H](C)N)ccc3n(C)c12,10.4,264.8,77,val
Cc1c2ccncc2cc2c3cc(C(=O)NC[C@@H](C)O)ccc3n(C)c12,42.2,729.6,78,val
Cc1c2ccncc2cc2c3cc(C(=O)N[C@H](C)CN(C)C)ccc3n(C)c12,28.2,1401.0,79,val
Cc1c2ccncc2cc2c3cc(C(=O)NC[C@H](C)O)ccc3n(C)c12,39.2,721.4,80,val
C[C@H](N)COc1ccc2c(c1)c1nc3cnccc3nc1n2C,16.8,346.6,81,val
COC[C@H](C)NC(=O)c1ccc2c(c1)c1cc3cnccc3c(C)c1n2C,92.3,1409.6,82,val
Cn1c2ccc(OCC(N)=O)cc2c2nc3cnccc3nc21,23.2,1132.5,83,val
Cc1nc(CCC(=O)Nc2ccccn2)cc2c3cc(OC[C@H](C)N)ccc3n(C)c12,22.3,1061.3,84,train
Cc1c2ccncc2cc2c3cc(C(=O)N[C@H](C)CO)ccc3n(C)c12,35.7,1377.9,85,val
Cc1c2ccnc(C(=O)NCC(N)=O)c2cc2c3ccccc3n(C)c12,34.2,835.3,86,val
Cc1c2ccncc2cc2c3cc(C(=O)N[C@@H](C)CO)ccc3n(C)c12,41.7,1249.3,87,val
Cc1c2ccnc(C(=O)N[C@H](C)CN(C)C)c2cc2c3ccccc3n(C)c12,11.3,2626.3,88,val
Cc1nc(CCCNc2ccccn2)cc2c3cc(OC[C@H](C)N)ccc3n(C)c12,44.2,1740.2,89,train
Cc1c2ccccc2cc2c3cc(OCC4=NCCN4)ccc3n(C)c12,8.7,658.4,90,train
Cc1c2ccncc2cc2c3cc(C(=O)NC[C@@H](C)N(C)C)ccc3n(C)c12,12.2,263.2,91,val
Cc1c2ccncc2cc2c3cc(C(=O)N[C@@H](C)CN(C)C)ccc3n(C)c12,11.3,456.7,92,val
Cn1c2ccc(OCC(N)=O)cc2c2nc3ccccc3nc21,120.4,288.6,93,train
Cn1c2ccc(OCCN3CCCCC3)cc2c2nc3ccccc3nc21,17.6,1648.1,94,val
CCN(CC)CCOc1ccc2c(c1)c1nc3cnccc3nc1n2C,10.1,535.2,95,val
Cc1c2ccncc2cc2c3cc(C(=O)NCC(N)=O)ccc3n(C)c12,16.9,793.4,96,val
Cc1c2ccncc2cc2c3cc(C(=O)N[C@@H](C)C(N)=O)ccc3n(C)c12,17.9,774.6,97,val
Cc1c2ccccc2cc2c3cc(OCC(N)=O)ccc3n(C)c12,19.2,99.3,98,val
Cc1c2ccncc2cc2c3cc(C(=O)N[C@H](C)C(N)=O)ccc3n(C)c12,15.3,613.7,99,val
COC(C)(C)CNC(=O)c1ccc2c(c1)c1cc3cnccc3c(C)c1n2C,101.6,1604.0,100,val
CCN(CC)CCCOc1ccc2c(c1)c1nc3cnccc3nc1n2C,10.8,569.9,101,val
Cn1c2ccc(OCC(N)=O)cc2c2nc3cnccc3cc21,41.2,1661.1,102,train
Cn1c2ccc(OCCN3CCCCC3)cc2c2nc3cnccc3cc21,12.0,661.2,103,train
Cn1c2ccc(C(=O)NCCO)cc2c2nc3ccccc3nc21,17.5,394.3,104,train
COC1CCN(CCOc2ccc3c(c2)c2nc4cnccc4nc2n3C)CC1,19.3,550.1,105,train
Cn1c2ccc(OCCN3CCC(F)CC3)cc2c2nc3cnccc3nc21,44.7,1091.5,106,train
CN[C@@H](C)COc1ccc2c(c1)c1nc3cnccc3nc1n2C,20.7,520.5,107,val
Cc1c2ccncc2cc2c3cc(C(=O)NC[C@H](C)N(C)C)ccc3n(C)c12,16.3,300.4,108,val
Cc1c2ccncc2cc2c3cc(C(=O)NCCOC(C)(C)C)ccc3n(C)c12,273.2,7870.9,109,val
COCC(C)(C)NC(=O)c1ccc2c(c1)c1cc3cnccc3c(C)c1n2C,481.1,8093.2,110,val
Cn1c2ccc(OCCN3CCCC3)cc2c2nc3cnccc3nc21,10.5,594.2,111,train
Cn1c2ccc(OCCN3CCOCC3)cc2c2nc3cnccc3cc21,14.9,1345.8,112,train
Cn1c2ccc(OCCCN3CCCCC3)cc2c2nc3cnccc3nc21,18.3,597.5,113,val
Cn1c2ccc(OCCCCN3CCCCC3)cc2c2nc3cnccc3nc21,20.4,802.8,114,train
COc1cccc(-c2cn(C)c3ccc(OCCCN4CCCC4)cc23)c1,23.3,4514.3,115,train
COc1cncc(-c2cn(C)c3ccc(OCCCN4CCCC4)cc23)c1,19.6,2654.8,116,train
CC(C)N[C@@H](C)COc1ccc2c(c1)c1nc3cnccc3nc1n2C,17.9,821.9,117,val
CN1CCN=C1COc1ccc2c(c1)c1nc3cnccc3nc1n2C,12.2,459.5,118,train
CCCN[C@@H](C)COc1ccc2c(c1)c1nc3cnccc3nc1n2C,11.2,704.4,119,val
Cn1c2ccc(OCCCN3CCCC3)cc2c2nc3cnccc3nc21,12.4,661.1,120,train
Cn1c2ccc(OCCCCN3CCCC3)cc2c2nc3cnccc3nc21,13.5,747.4,121,train
C[C@@H](COc1ccc2c(c1)c1nc3cnccc3nc1n2C)N1CCCCC1,18.7,964.7,122,train
C[C@H](N)COc1ccc2c(c1)c1nc3cnccc3cc1n2C,8.9,300.3,123,train
Cn1cc(-c2cccnc2)c2cc(OCCCN3CCCC3)ccc21,22.9,4087.9,124,train
Cc1cc(C#N)cc2c3cc(OCCCN4CCCC4)ccc3n(C)c12,14.8,636.5,125,train
Cc1ccc(CNc2cc(-c3ccccc3)[nH]c(=O)n2)cc1,10.0,715.3,126,train
COc1cccc(Nc2nc(-c3ccccc3)cs2)c1,151.6,2121.2,127,train
COc1ccc(-c2csc(Nc3ccccn3)n2)cc1,101.2,2157.8,128,train
Cc1c2ccncc2cc2c3cc(Oc4ccnc(N)c4)ccc3n(C)c12,79.5,833.2,129,train
Cc1c2ccncc2cc2c3cc(Oc4cccc(N)n4)ccc3n(C)c12,152.4,792.2,130,train
Cc1c2ccncc2cc2c3cc(Oc4ccccn4)ccc3n(C)c12,394.8,808.7,131,train
COCCNC(=O)c1ccc2c(c1)c1nc3cnccc3nc1n2C,12.0,622.8,132,val
Cc1c2ccncc2cc2c3cc(Oc4ccncc4)ccc3n(C)c12,128.0,492.1,133,train
Cc1c2ccnc(C(=O)N[C@H](C)CN(C)C)c2cc2c3cc(F)c(F)cc3n(C)c12,15.4,937.8,134,val
Cn1c2ccc(OCCNC3CCC(F)(F)CC3)cc2c2nc3cnccc3nc21,34.3,718.4,135,train
Cn1c2ccc(OCC(N)=O)cc2c2cc3ccccc3nc21,81.5,494.5,136,train
Cn1c2ccc(OCCNC3CCOCC3)cc2c2nc3cnccc3nc21,16.3,452.9,137,train
Cc1cc(-n2cccn2)cc2c3cc(OCCCN4CCCC4)ccc3n(C)c12,10.2,1769.5,138,train
Cc1cc(-n2ccnc2)cc2c3cc(OCCCN4CCCC4)ccc3n(C)c12,8.1,226.6,139,val
Cn1c2ccc(OCC3=NCCN3)cc2c2nc3cnccc3cc21,13.9,642.4,140,train
Cn1c2ccc(OCCN3CCCCC3)cc2c2cc(-c3ccncc3)ccc21,12.2,345.3,141,train
Cn1c2ccc(C(=O)NCCO)cc2c2nc3cnccc3cc21,13.7,720.0,142,train
Cn1c2ccc(OCCN3CCCCC3)cc2c2ccc(-c3ccncc3)cc21,35.5,300.3,143,train
O=C1CCc2ccc(-c3ccc(OCCN4CCCCC4)cc3)cc2N1,2.4,527.7,144,val
Cn1c(=O)ccc2ccc(-c3ccc(OCCN4CCCCC4)cc3)cc21,13.3,210.3,145,train
c1cc2ccc(-c3ccc(OCCN4CCCCC4)cc3)cc2cn1,20.0,1447.9,146,train
Cc1c2ccncc2cc2c3cc(Oc4cccnc4)ccc3n(C)c12,213.7,893.9,147,val
Cn1c2ccc(OCC(N)=O)cc2c2cc3ccncc3nc21,84.4,976.8,148,val
Cc1c2ccncc2cc2c3ccccc3n(CCN(C)C)c12,93.5,1419.5,149,val
Cc1c2ccnc(C(=O)NCCN(C)C)c2cc2c3cc(F)c(F)cc3n(C)c12,10.3,590.4,150,val
Cn1c2ccc(OCCN3CCCCC3)cc2c2cc3ccncc3nc21,35.3,1295.3,151,train
Cn1c2ccc(OCCN3CCCCC3)cc2c2nc3cc(F)c(F)cc3nc21,19.3,306.1,152,val
Cc1c2ccncc2cc2c3cc(Oc4ccc(N)nc4)ccc3n(C)c12,78.9,1298.2,153,val
CN1C(=O)CCc2ccc(-c3ccc(OCCN4CCCCC4)cc3)cc21,9.0,1377.7,154,val
COc1ccc2ccc(-c3ccc(OCCN4CCCCC4)cc3)cc2n1,17.2,172.8,155,train
c1cc(OCCN2CCCCC2)cc(-c2ccc3ccnnc3c2)c1,36.9,1081.1,156,train
c1cc2ccc(-c3ccc(OCCN4CCCCC4)cc3)nc2cn1,11.8,500.0,157,train
O=C1Cc2ccc(-c3ccc(O)cc3)cc2N1,41.2,364.0,158,train
Oc1ccc(-c2ccc3ccncc3c2)cc1,72.8,1409.5,159,train
O=C1Cc2ccc(-c3cccc(O)c3)cc2N1,88.8,2271.0,160,train
CN1C(=O)Cc2ccc(-c3cccc(O)c3)cc21,128.0,2282.9,161,train
Oc1cccc(-c2ccc3ccncc3c2)c1,98.6,1433.7,162,train
COc1ccccc1Nc1nc(-c2ccc(F)cc2)cs1,103.0,1894.8,163,train
CN(C)c1cccc(Nc2nc(-c3ccc(F)cc3)cs2)c1,84.8,4090.6,164,train
COc1cc(Nc2nccc(=O)[nH]2)cc(OC)c1,22.0,1559.2,165,val
COc1cccc(Nc2nccc(=O)[nH]2)c1,15.5,691.0,166,val
Cc1cccc(Nc2nccc(=O)[nH]2)c1,21.4,666.4,167,val
COc1ccc2c(c1)c1cc3cnccc3c(C)c1n2CCN1CCCCC1,44.6,1088.5,168,train
Cc1c2ccncc2cc2c3ccccc3n(CC3=NCCN3)c12,25.6,205.9,169,val
Cc1c2ccncc2cc2c3ccccc3n(CCN3CCCCC3)c12,46.8,1019.7,170,train
Cc1c2ccncc2cc2c3ccccc3n(CCN3CCOCC3)c12,60.3,1083.4,171,val
Cn1c2ccc(OCCN)cc2c2nc3cnccc3nc21,15.0,266.0,172,val
Cn1c2ccc(OCCN3CCOCC3)cc2c2cc3cnccc3nc21,23.6,1400.4,173,val
C[C@H](N)COc1ccc2c(c1)c1cc3ccncc3nc1n2C,14.5,279.0,174,val
Fc1cc(-c2ccnc(Nc3cccc(CN4CCOCC4)c3)n2)cc(N2CCOCC2)c1,127.6,3063.2,175,train
O=C1Cc2ccc(-c3ccc(OCCN4CCCCC4)cc3)cc2N1,5.1,91.9,176,train
CN1C(=O)Cc2ccc(-c3ccc(OCCN4CCCCC4)cc3)cc21,6.9,881.9,177,train
O=C1Cc2ccc(-c3cccc(OCCN4CCCCC4)c3)cc2N1,6.9,186.2,178,val
c1cc2ccc(-c3ccc(OCCN4CCCCC4)cc3)cc2nn1,15.0,649.4,179,train
c1cc(OCCN2CCCCC2)cc(-c2ccc3ccncc3c2)c1,95.2,1150.7,180,val
CN1C(=O)Cc2ccc(-c3ccc(O)cc3)cc21,56.8,570.3,181,train
Fc1ccc(-c2csc(Nc3ccc4ccccc4c3)n2)cc1,257.7,373.7,182,train
Fc1ccc(-c2csc(Nc3ccncc3)n2)cc1,620.8,264.0,183,train
COc1ccc(Nc2nc(-c3ccc(F)cc3)cs2)cc1,375.7,1608.8,184,train
CN(C)c1ccccc1Nc1nc(-c2ccc(F)cc2)cs1,114.6,2771.7,185,train
CN(C)c1ccc(Nc2nc(-c3ccc(F)cc3)cs2)cc1,185.6,1234.3,186,train
Nc1ccnc2cc(-c3ccccc3)nn12,659.3,2141.8,187,train
COc1ccc2c(c1)c1cc3cnccc3c(C)c1n2CCN1CCOCC1,138.6,1379.9,188,val
CNCCOc1ccc2c(c1)c1cc3cnccc3c(C)c1n2C,9.2,204.3,189,val
Cn1c2ccc(OCCN3CCCCC3)cc2c2cc3cnccc3nc21,17.9,1032.7,190,train
Cc1cc(-c2nccs2)cc2c3cc(OCCCN4CCCC4)ccc3n(C)c12,9.6,1273.3,191,train
CN1C(=O)Cc2ccc(-c3cccc(OCCN4CCCCC4)c3)cc21,15.2,814.4,192,val
Cc1cc(C2(C#N)CC2)cc2c3cc(OCCCN4CCCC4)ccc3n(C)c12,6.5,1260.2,193,train
Cc1cc(C#N)cc2c3cc(OCCN4CCCCC4)ccc3n(C)c12,25.9,1145.5,194,train
O=c1ccnc(Nc2cc(Cl)cc(Cl)c2)[nH]1,52.7,1341.7,195,val
O=c1ccnc(Nc2cccc(Cl)c2)[nH]1,27.6,587.2,196,val
CN1CCN=C1COc1ccc2c(c1)c1cc3ccncc3nc1n2C,15.8,388.9,197,val
Cn1c2ccc(OCCN3CCCCC3)cc2c2nc3cc4c(cc3nc21)OCO4,13.9,254.4,198,train
Cn1c2ccc(OCC(N)=O)cc2c2cc3cnccc3nc21,55.1,2447.6,199,train
CS(=O)(=O)Nc1cccc(-c2ccnc(Nc3ccc(CC(N)=O)cc3)n2)c1,18.6,708.9,200,train
Cc1cc(C#N)cc2c3cc(Oc4ccnc(N)c4)ccc3n(C)c12,73.1,572.8,201,train
COCCNC(=O)c1ccc2c(c1)c1cc(C#N)cc(C)c1n2C,163.1,753.7,202,train
COc1cc(Nc2nc(-c3ccccc3)cc(=O)[nH]2)cc(OC)c1,76.8,315.8,203,train
Nc1cc(C2CC2)nc2cc(-c3ccccc3)nn12,276.9,776.0,204,train
COc1ccc(-c2cc(N)n3nc(-c4ccccc4)cc3n2)cc1,22.7,169.2,205,train
COc1cccc(-c2cc(N)n3nc(-c4ccccc4)cc3n2)c1,43.3,314.9,206,train
COC(=O)c1n[nH]cc1Nc1ccccc1,382.0,1096.3,207,val
CC(C)c1cc(N)n2nc(-c3ccccc3)cc2n1,295.9,4604.6,208,train
C#Cc1cc(N)n2nc(-c3ccccc3)cc2n1,165.0,1488.0,209,train
COc1ccccc1-c1cc2nc(-c3ccccc3)cc(N)n2n1,48.0,1041.1,210,train
COC(=O)c1nn(Cc2ccccc2)cc1N,8.2,46.7,211,train
COC(=O)c1c(N)cnn1Cc1ccccc1,19.8,91.2,212,train
Cc1cc(-c2cnccn2)cc2c3cc(OCCCN4CCCC4)ccc3n(C)c12,9.2,1125.1,213,train
Cc1cc(-c2cncs2)cc2c3cc(OCCCN4CCCC4)ccc3n(C)c12,10.2,532.2,214,train
Cc1cc(C#N)cc2c3cc(OCCNC4CCC(F)(F)CC4)ccc3n(C)c12,56.5,1019.4,215,train
Cc1c2ccncc2cc2c3cc(OCC4CNC4)ccc3n(C)c12,4.3,212.0,216,train
Cc1c2ccncc2cc2c3cc(OC4CCNC4)ccc3n(C)c12,3.2,374.5,217,train
COC(=O)c1n[nH]cc1N(C)C,8.2,38.4,218,train
Fc1ccc(-c2csc(Nc3cccc(N4CCOCC4)c3)n2)cc1,220.8,1413.3,219,train
Nc1cc(-c2ccccc2)nc2c(-c3ccccc3)cnn12,26.6,74.6,220,train
CCCc1cc(N)n2nc(-c3ccccc3)cc2n1,245.1,4504.6,221,train
CN(C)c1cc(-c2ccccc2)nc2cc(-c3ccccc3)nn12,114.3,2393.7,222,train
Cc1cc2nc(-c3ccccc3)cc(N)n2n1,277.8,2133.6,223,train
COc1ccc(-c2cc3nc(-c4ccccc4)cc(N)n3n2)cc1,932.1,257.8,224,train
COc1cccc(-c2cc3nc(-c4ccccc4)cc(N)n3n2)c1,50.4,600.6,225,train
OCCNc1cc(-c2ccccc2)nc2cc(-c3ccccc3)nn12,41.0,376.8,226,train
O=C(c1n[nH]c2ccccc12)N1CCC(Nc2ccc(Cl)cc2)CC1,8.9,166.2,227,train
O=C(c1n[nH]c2ccccc12)N1CCC(NCc2ccc(Cl)cc2)CC1,26.5,352.8,228,val
O=C(c1n[nH]c2ccccc12)N1CCN(Cc2ccc(C(F)(F)F)cc2)CC1,48.2,758.4,229,train
Cc1c2ccncc2cc2c3cc(OCC4(C)CNC4)ccc3n(C)c12,8.1,272.4,230,train
Cc1c2ccncc2cc2c3cc(OCC4CCN4)ccc3n(C)c12,8.8,382.4,231,train
Fc1cccc(-c2ccnc(Nc3ccc(CN4CCOCC4)cc3)n2)c1,27.6,2065.7,232,train
c1cc2ccc(-n3cc(OCCN4CCCCC4)cn3)cc2cn1,10.9,883.6,233,val
c1cc2ccc(-n3cc(OCCN4CCCCC4)cn3)cc2nn1,5.3,787.4,234,train
CNc1cc2ccncc2cc1-n1cc(OCCN2CCCCC2)cn1,11.9,1504.8,235,val
Cc1c2ccncc2cc2c3cc(OCCNC4CCOCC4)ccc3n(C)c12,0.0,360.3,236,train
Cc1c2ccncc2cc2c3cc(OC[C@H](C)NC4CCOCC4)ccc3n(C)c12,7.4,354.1,237,train
Nc1cc(-c2ccccc2)nc2nc(-c3ccccc3)cn12,6.7,53.4,238,train
COC(=O)c1nn(-c2ccccc2)cc1N,398.8,1176.4,239,train
COC(=O)c1nn(C(C)C)cc1N,11.1,202.9,240,train
O=C(c1nn(CCO)c2ccccc12)N1CCC(Oc2ccc(Cl)cc2)CC1,5.2,336.9,241,train
CN(C)CCn1nc(C(=O)N2CCC(Oc3ccc(Cl)cc3)CC2)c2ccccc21,87.2,2186.3,242,train
CN1CCN(c2cccc(Nc3nc(-c4ccc(F)cc4)cs3)c2)CC1,40.9,2240.3,243,train
CN(C)CCCOc1ccccc1Nc1nc(-c2ccc(F)cc2)cs1,12.5,456.5,244,train
O=C(c1n[nH]c2ccccc12)N1CCC(Oc2ccccc2Cl)CC1,393.9,2759.1,245,train
O=C(c1n[nH]c2ccccc12)N1CCC(Oc2cccc(Cl)c2)CC1,36.0,327.0,246,train
O=C(c1n[nH]c2ccccc12)N1CCC(Oc2ccc(C(F)(F)F)cc2)CC1,0.0,62.5,247,train
O=C(c1n[nH]c2ccccc12)N1CC(NCc2ccc(Cl)cc2)C1,69.5,775.5,248,train
O=C(c1n[nH]c2ccccc12)N1CCN(Cc2ccccc2Cl)CC1,291.5,3126.3,249,train
O=C(c1n[nH]c2ccccc12)N1CCN(Cc2cccc(Cl)c2)CC1,72.6,1222.4,250,train
O=C(c1n[nH]c2ccccc12)N1CCN(Cc2ccc(F)cc2)CC1,21.2,625.5,251,train
Cc1ccc2[nH]nc(C(=O)N3CCC(Oc4ccc(Cl)cc4)CC3)c2c1,17.4,351.4,252,train
O=C(c1n[nH]c2cc(F)ccc12)N1CCC(Oc2ccc(Cl)cc2)CC1,4.0,163.7,253,train
COc1ccc2c(C(=O)N3CCC(Oc4ccc(Cl)cc4)CC3)n[nH]c2c1,14.5,175.3,254,train
O=C(c1n[nH]c2ncccc12)N1CCC(Oc2ccc(Cl)cc2)CC1,6.9,145.6,255,val
Cc1cc(-c2ccccn2)cc2c3cc(OCCCN4CCCC4)ccc3n(C)c12,16.1,1474.9,256,val
Cc1cc(-c2ncccn2)cc2c3cc(OCCCN4CCCC4)ccc3n(C)c12,6.1,1043.5,257,train
