SMILES,Caco-2 Permeability Papp A>B,Caco-2 Permeability Efflux
Cc1c2ccncc2cc2c3cc(OCCN)ccc3n(C)c12,,
COc1ccc2c(c1)c1cc3c(C(=O)NCCCN(C)C)nccc3c(C)c1n2C,,
Cc1c2ccncc2cc2c3cc(OCCN4CCN(C)CC4)ccc3n(C)c12,,
CCN(CC)CCOc1ccc2c(c1)c1cc3cnccc3c(C)c1n2C,,
COc1ccc2c(c1)c1cc3ccncc3c(C)c1n2C,,
Cc1c2ccncc2cc2c3ccc(OCC4=NCCN4)cc3n(C)c12,,
COc1ccc2oc3c(C)c4ccncc4cc3c2c1,,
Cc1c2ccncc2cc2c3cc(OC[C@H]4CCCN4)ccc3n(C)c12,,
Cc1c2ccncc2cc2c3c(OCC4=NCCN4)cccc3n(C)c12,,
Cc1c2ccncc2cc2c3cc(OC[C@@H]4CCCN4)ccc3n(C)c12,,
Cc1c2ccncc2cc2c3cc(OCC(=O)N(C)C)ccc3n(C)c12,,
Cc1nc(C(=O)NCCCN(C)C)cc2c3cc(OCCN4CCOCC4)ccc3n(C)c12,,
Cc1nc(C(=O)NCCCN(C)C)cc2c3cc(OCC4=NCCN4)ccc3n(C)c12,,
CN(C)CCCNc1nc(Nc2ccncc2)nc2ccccc12,4.16,1.92
CCn1c2ccc(OCC3=NCCN3)cc2c2cc3cnccc3c(C)c21,,
Cc1c2ccncc2cc2c3cc(OCC4=NCCN4C)ccc3n(C)c12,,
Cn1c2ccc(OCCN3CCOCC3)cc2c2cc3cnccc3cc21,,
Cc1c2ccncc2cc2c1sc1ccc(OCCN3CCOCC3)cc12,,
Cc1c2ccncc2cc2c3cc(OCC4=NCCN4)ccc3n(C(C)C)c12,,
Cc1c2ccncc2cc2c3cc(C(N)=O)ccc3n(C)c12,,
CNC(=O)c1ccc2c(c1)c1cc3cnccc3c(C)c1n2C,,
Cc1c2ccncc2cc2c3cc(C(=O)NCCO)ccc3n(C)c12,,
COCCNC(=O)c1ccc2c(c1)c1cc3cnccc3c(C)c1n2C,,
Cc1c2ccncc2cc2c3cc(OC[C@H](C)N)ccc3n(C)c12,,
Cc1nc(C(N)=O)cc2c3cc(OCCN4CCOCC4)ccc3n(C)c12,,
Cc1c2ccnc(C(=O)N[C@H](C)CN(C)C)c2cc2c3ccc(OCCCN4CCN(C)CC4)cc3n(C)c12,,
Cn1c2ccc(OCCN3CCOCC3)cc2c2cc3ncccc3cc21,,
CN(C)CCOc1ccc2c(c1)c1cc3ncccc3cc1n2C,,
Cc1c2ccncc2cc2c3cc(OCCN4CCC(O)CC4)ccc3n(C)c12,,
Cc1c2ccncc2cc2c3cc(OCCN4CCC(F)CC4)ccc3n(C)c12,,
Cc1c2ccncc2cc2c3cc(OC[C@H](C)N(C)C)ccc3n(C)c12,,
Cc1c2c(cc3c4cc(OCC5=NCCN5)ccc4n(C)c13)C(=O)NCC2,,
Cn1c2ccc(OCC3=NCCN3)cc2c2cc3cnccc3cc21,,
CN(C)CCOc1ccc2c(c1)c1cc3cnccc3cc1n2C,,
Cc1c2ccnc(C(=O)N[C@H](C)CN(C)C)c2cc2c3c(OCCCN4CCN(C)CC4)cccc3n(C)c12,,
Cc1nc(C(N)=O)cc2c3cc(OCC4=NCCN4)ccc3n(C)c12,,
Cn1c2ccc(OCCN3CCCCC3)cc2c2nc3cnccc3nc21,,
Cc1c2ccncc2cc2c3cc(C#N)ccc3n(C)c12,,
CN(C)CCNC(=O)c1ccc2c(c1)c1cc3ccncc3nc1n2C,,
Cn1c2ccc(OCC3=NCCN3)cc2c2cc3ccncc3nc21,,
Cc1c2ccncc2cc2c3cc(N4CCN(C)CC4)ccc3n(C)c12,,
Cn1c2ccc(OCCN3CCOCC3)cc2c2nc3cnccc3nc21,,
Cn1c2ccc(OCC(=N)N)cc2c2cc3cnccc3cc21,,
Cn1c2ccc(OCC3=NCCN3)cc2c2nc3cnccc3nc21,,
Cc1c2c(cc3c4cc(OCC5=NCCN5)ccc4n(C)c13)C(=O)N(C)CC2,,
CN(C)CCCNc1nccc2c1C(=O)c1c([nH]c3ccc(OCC4=NCCN4)cc13)C2=O,,
Cc1c2ccncc2cc2c3cc(OCC4=NCCN4)cc(F)c3n(C)c12,,
CCn1c2ccc(OCC3=NCCN3)cc2c2cc3cnccc3cc21,,
Cc1c2ccncc2cc2c3cc(OCCN(C)C)cc(F)c3n(C)c12,,
Cn1c2ccc(OCC(=N)N)cc2c2cc3ncccc3cc21,,
COc1ccc(Nc2nccc(NCCc3ccncc3)n2)cc1,26.39,0.78
CN(C)CCCn1ccc2nc3ccc(OCC4=NCCN4)cc3c-2c1,,
c1cc2cc3[nH]c4ccc(OCC5=NCCN5)cc4c3cc2cn1,,
CNc1ccnc(N(CCc2cccnc2)c2ccnc(Nc3ccc(Cl)cc3)n2)n1,,
NC(=O)CN1C(=O)Cc2ccc(-c3ccccc3)cc21,,
CNc1ccnc(N(CCc2cccnc2)c2ccnc(Nc3ccc(OC)cc3)n2)n1,,
CNc1ccnc(N(CCc2ccncc2)c2ccnc(Nc3ccc(OC)cc3)n2)n1,,
Cc1c2cnccc2cc2c3cc(OCCN(C)C)ccc3n(C)c12,,
COC(C)Cn1c(=O)n(C)c2cnc3ccc(-c4cncc(C(C)(C)O)c4)cc3c21,,
C[C@H](NC(=O)c1ccc2c(c1)c1cc(C(=O)N[C@@H](C)C(N)=O)ccc1n2C)C(N)=O,,
Cc1c2ccncc2cc2c3cc(OCC[C@@H](C)N)ccc3n(C)c12,,
COc1ccc2c(c1)c1cc(NC(=O)NCCN(C)C)nc(C)c1n2C,,
NC(=O)CCN1C(=O)Cc2c1ccc1ccccc21,,
Cc1c2ccncc2cc2c3cc(OCC[C@H](C)N)ccc3n(C)c12,,
Cc1c2ccncc2cc2c3cc(OC[C@H](C)Nc4ccccn4)ccc3n(C)c12,,
Cc1c2ccnc(C(=O)N[C@H](C)CN(C)C)c2cc2c3cc(OCC(N)=O)ccc3n(C)c12,,
Cc1c2ccnc(C(=O)N[C@H](C)CN(C)C)c2cc2c3cc(OC[C@H](C)N)ccc3n(C)c12,,
CC(=O)N[C@@H](C)COc1ccc2c(c1)c1cc3cnccc3c(C)c1n2C,,
Cc1c2ccncc2cc2c3cc(OC[C@H](C)NC(N)=O)ccc3n(C)c12,,
NC(=O)Cn1ccc2ccc(-c3ccccc3)cc21,,
Cc1nc(NC(=O)NCCN(C)C)cc2c3cc(OCC4=NCCN4)ccc3n(C)c12,,
Cc1c2ccncc2cc2c3cc(OCCC(C)(C)N)ccc3n(C)c12,,
Cc1nc(NC(=O)NCCN(C)C)cc2c3cc(OCC(N)=O)ccc3n(C)c12,,
CCN[C@@H](C)COc1ccc2c(c1)c1cc3cnccc3c(C)c1n2C,,
CN[C@@H](C)COc1ccc2c(c1)c1cc3cnccc3c(C)c1n2C,,
CCCN[C@@H](C)COc1ccc2c(c1)c1cc3cnccc3c(C)c1n2C,,
COCCN[C@@H](C)COc1ccc2c(c1)c1cc3cnccc3c(C)c1n2C,,
Cc1c2ccncc2cc2c3cc(OC[C@H](C)NCC(F)F)ccc3n(C)c12,,
Cc1nc(C(N)=O)cc2c3cc(OC[C@H](C)N)ccc3n(C)c12,,
Cc1c2ccncc2cc2c3cc(C(=O)NC[C@H](C)N)ccc3n(C)c12,,
Cc1c2ccncc2cc2c3cc(C(=O)N[C@@H](C)CN)ccc3n(C)c12,,
Cn1c2ccc(OCC3=NCCN3)cc2c2cc(C(N)=O)ccc21,,
Cc1c2ccncc2cc2c3cc(C(=O)N[C@H](C)CN)ccc3n(C)c12,,
Cc1c2ccncc2cc2c3cc(OC[C@H](C)NC(C)C)ccc3n(C)c12,,
Cn1c2ccc(OCC(N)=O)cc2c2cc(-c3ccccc3)ccc21,,
C[C@H](N)COc1ccc2c(c1)c1cc(C(N)=O)ccc1n2C,,
Cn1c2ccc(OCC(N)=O)cc2c2cc(-c3ccncc3)ccc21,,
Cc1c2ccncc2cc2c3cc(C(=O)NC[C@@H](C)N)ccc3n(C)c12,,
Cc1c2ccncc2cc2c3cc(C(=O)NC[C@@H](C)O)ccc3n(C)c12,,
Cc1c2ccncc2cc2c3cc(C(=O)N[C@H](C)CN(C)C)ccc3n(C)c12,,
Cc1c2ccncc2cc2c3cc(C(=O)NC[C@H](C)O)ccc3n(C)c12,,
C[C@H](N)COc1ccc2c(c1)c1nc3cnccc3nc1n2C,,
COC[C@H](C)NC(=O)c1ccc2c(c1)c1cc3cnccc3c(C)c1n2C,,
Cn1c2ccc(OCC(N)=O)cc2c2nc3cnccc3nc21,,
NCCCNc1nc(NC(=O)OCCCN)cc2c(-c3ccnc(N4CCNCC4)c3)cccc12,,
Cc1nc(CCC(=O)Nc2ccccn2)cc2c3cc(OC[C@H](C)N)ccc3n(C)c12,,
Cc1c2ccncc2cc2c3cc(C(=O)N[C@H](C)CO)ccc3n(C)c12,,
Cc1c2ccnc(C(=O)NCC(N)=O)c2cc2c3ccccc3n(C)c12,,
Cc1c2ccncc2cc2c3cc(C(=O)N[C@@H](C)CO)ccc3n(C)c12,,
Cc1c2ccnc(C(=O)N[C@H](C)CN(C)C)c2cc2c3ccccc3n(C)c12,,
Cc1nc(CCCNc2ccccn2)cc2c3cc(OC[C@H](C)N)ccc3n(C)c12,,
C[C@H](N)COc1ccc2c(c1)c1ccc(-c3cccnc3)cc1n2C,,
Cc1c2ccccc2cc2c3cc(OC[C@H](C)N)ccc3n(C)c12,,
C[C@H](N)COc1ccc2c(c1)c1cc(-c3ccncc3)ccc1n2C,,
Cc1c2ccccc2cc2c3cc(OCC4=NCCN4)ccc3n(C)c12,,
Cn1c2ccc(OCC(N)=O)cc2c2ccc(-c3cccnc3)cc21,,
Cc1c2ccnc(C(=O)NCCN)c2cc2c3ccccc3n(C)c12,,
C[C@H](N)COc1ccc2c(c1)c1ccc(-c3ccncc3)cc1n2C,,
Cc1c2ccncc2cc2c3cc(C(=O)NC[C@@H](C)N(C)C)ccc3n(C)c12,,
Cn1c2ccc(OCC(N)=O)cc2c2ccc(-c3ccncc3)cc21,,
Cc1c2ccncc2cc2c3cc(C(=O)N[C@@H](C)CN(C)C)ccc3n(C)c12,,
Cn1c2ccc(OCC(N)=O)cc2c2nc3ccccc3nc21,,
Cn1c2ccc(OCCN3CCCCC3)cc2c2nc3ccccc3nc21,,
CCN(CC)CCOc1ccc2c(c1)c1nc3cnccc3nc1n2C,,
Cc1c2ccncc2cc2c3cc(C(=O)NCC(N)=O)ccc3n(C)c12,,
Cc1c2ccncc2cc2c3cc(C(=O)N[C@@H](C)C(N)=O)ccc3n(C)c12,,
Cc1c2ccccc2cc2c3cc(OCC(N)=O)ccc3n(C)c12,,
Cc1c2ccncc2cc2c3cc(C(=O)N[C@H](C)C(N)=O)ccc3n(C)c12,,
COC(C)(C)CNC(=O)c1ccc2c(c1)c1cc3cnccc3c(C)c1n2C,,
CCN(CC)CCCOc1ccc2c(c1)c1nc3cnccc3nc1n2C,,
Cn1c2ccc(OCC(N)=O)cc2c2nc3cnccc3cc21,,
Cn1c2ccc(OCCN3CCCCC3)cc2c2nc3cnccc3cc21,,
Cn1c2ccc(C(=O)NCCO)cc2c2nc3ccccc3nc21,,
COC1CCN(CCOc2ccc3c(c2)c2nc4cnccc4nc2n3C)CC1,,
Cn1c2ccc(OCCN3CCC(F)CC3)cc2c2nc3cnccc3nc21,,
CN[C@@H](C)COc1ccc2c(c1)c1nc3cnccc3nc1n2C,,
Cc1c2ccncc2cc2c3cc(C(=O)NC[C@H](C)N(C)C)ccc3n(C)c12,,
Cc1c2ccncc2cc2c3cc(C(=O)NCCOC(C)(C)C)ccc3n(C)c12,,
COCC(C)(C)NC(=O)c1ccc2c(c1)c1cc3cnccc3c(C)c1n2C,,
Cn1c2ccc(OCCN3CCCC3)cc2c2nc3cnccc3nc21,,
Cn1c2ccc(OCCN3CCOCC3)cc2c2nc3cnccc3cc21,,
Cn1c2ccc(OCCCN3CCCCC3)cc2c2nc3cnccc3nc21,,
Cn1c2ccc(OCCCCN3CCCCC3)cc2c2nc3cnccc3nc21,,
C[C@H](N)COc1ccc2c(c1)c1cc(-c3ccccc3)ccc1n2C,,
COc1cccc(-c2cn(C)c3ccc(OCCCN4CCCC4)cc23)c1,,
COc1cncc(-c2cn(C)c3ccc(OCCCN4CCCC4)cc23)c1,,
C[C@H](N)COc1ccc2c(c1)c1ccc(-c3ccccc3)cc1n2C,,
CC(C)N[C@@H](C)COc1ccc2c(c1)c1nc3cnccc3nc1n2C,,
CN1CCN=C1COc1ccc2c(c1)c1nc3cnccc3nc1n2C,,
CCCN[C@@H](C)COc1ccc2c(c1)c1nc3cnccc3nc1n2C,,
Cn1c2ccc(OCCCN3CCCC3)cc2c2nc3cnccc3nc21,,
Cn1c2ccc(OCCCCN3CCCC3)cc2c2nc3cnccc3nc21,,
C[C@@H](COc1ccc2c(c1)c1nc3cnccc3nc1n2C)N1CCCCC1,,
C[C@H](N)COc1ccc2c(c1)c1nc3cnccc3cc1n2C,,
Cn1c2ccc(OC[C@@H]3CCCN3)cc2c2nc3cnccc3nc21,,
Cn1cc(-c2cccnc2)c2cc(OCCCN3CCCC3)ccc21,,
Cc1cc(C#N)cc2c3cc(OCCCN4CCCC4)ccc3n(C)c12,,
Cc1ccc(CNc2cc(-c3ccccc3)[nH]c(=O)n2)cc1,20.21,1.39
COc1cccc(Nc2nc(-c3ccccc3)cs2)c1,2.02,1.15
COc1ccc(-c2csc(Nc3ccccn3)n2)cc1,12.29,0.48
Cc1c2ccncc2cc2c3cc(Oc4ccnc(N)c4)ccc3n(C)c12,,
Cc1c2ccncc2cc2c3cc(Oc4cccc(N)n4)ccc3n(C)c12,,
Cc1c2ccncc2cc2c3cc(Oc4ccccn4)ccc3n(C)c12,,
COCCNC(=O)c1ccc2c(c1)c1nc3cnccc3nc1n2C,,
Cc1c2ccncc2cc2c3cc(Oc4ccncc4)ccc3n(C)c12,,
Cc1c2ccnc(C(=O)N[C@H](C)CN(C)C)c2cc2c3cc(F)c(F)cc3n(C)c12,,
Cn1c2ccc(OCCNC3CCC(F)(F)CC3)cc2c2nc3cnccc3nc21,,
Cc1c2ccnc(C(=O)NCCN)c2cc2c3cc(F)ccc3n(C)c12,,
Cn1c2ccc(OCC(N)=O)cc2c2cc3ccccc3nc21,,
Cc1c2ccnc(C(=O)NCCN)c2cc2c3cc(F)c(F)cc3n(C)c12,,
Cn1c2ccc(OCCNC3CCOCC3)cc2c2nc3cnccc3nc21,,
Cc1cc(-n2cccn2)cc2c3cc(OCCCN4CCCC4)ccc3n(C)c12,,
Cc1cc(-n2ccnc2)cc2c3cc(OCCCN4CCCC4)ccc3n(C)c12,,
Cn1c2ccc(OCCN3CCCCC3)cc2c2cc3ccccc3nc21,,
Cn1c2ccc(OCC3=NCCN3)cc2c2nc3cnccc3cc21,,
Cn1c2ccc(OCCN3CCCCC3)cc2c2nc3cc(Cl)c(Cl)cc3nc21,,
Cn1c2ccc(OCCN3CCCCC3)cc2c2cc(-c3ccncc3)ccc21,,
Cn1c2ccc(C(=O)NCCO)cc2c2nc3cnccc3cc21,,
Cc1c2ccnc(C(=O)N[C@H](C)CN(C)C)c2cc2c3cc(F)ccc3n(C)c12,,
Cn1c2ccc(OCCN3CCCCC3)cc2c2ccc(-c3ccncc3)cc21,,
O=C1CCc2ccc(-c3ccc(OCCN4CCCCC4)cc3)cc2N1,,
Cn1c(=O)ccc2ccc(-c3ccc(OCCN4CCCCC4)cc3)cc21,,
c1cc2ccc(-c3ccc(OCCN4CCCCC4)cc3)cc2cn1,14.28,0.41
C[C@H](N)COc1ccc2c(c1)c1cc3ccccc3nc1n2C,,
Cc1c2ccncc2cc2c3cc(Oc4cccnc4)ccc3n(C)c12,,
Cn1c2ccc(OCC(N)=O)cc2c2cc3ccncc3nc21,,
Cc1c2ccncc2cc2c3ccccc3n(CCN(C)C)c12,,
Cc1c2ccnc(C(=O)NCCN(C)C)c2cc2c3cc(F)c(F)cc3n(C)c12,,
Cn1c2ccc(OCCN3CCCCC3)cc2c2cc3ccncc3nc21,,
CN1CCN=C1COc1ccc2c(c1)c1cc3ccccc3nc1n2C,,
Cn1c2ccc(OCCN3CCCCC3)cc2c2nc3cc(F)c(F)cc3nc21,,
Cc1c2ccncc2cc2c3cc(Oc4ccc(N)nc4)ccc3n(C)c12,,
CN1C(=O)CCc2ccc(-c3ccc(OCCN4CCCCC4)cc3)cc21,,
COc1ccc2ccc(-c3ccc(OCCN4CCCCC4)cc3)cc2n1,,
c1cc(OCCN2CCCCC2)cc(-c2ccc3ccnnc3c2)c1,,
c1cc2ccc(-c3ccc(OCCN4CCCCC4)cc3)nc2cn1,,
O=C1Cc2ccc(-c3ccc(O)cc3)cc2N1,,
Oc1ccc(-c2ccc3ccncc3c2)cc1,,
O=C1Cc2ccc(-c3cccc(O)c3)cc2N1,,
CN1C(=O)Cc2ccc(-c3cccc(O)c3)cc21,,
Oc1cccc(-c2ccc3ccncc3c2)c1,,
COc1ccccc1Nc1nc(-c2ccc(F)cc2)cs1,,
CN(C)c1cccc(Nc2nc(-c3ccc(F)cc3)cs2)c1,,
COc1cc(Nc2nccc(=O)[nH]2)cc(OC)c1,,
COc1cccc(Nc2nccc(=O)[nH]2)c1,,
Cc1cccc(Nc2nccc(=O)[nH]2)c1,,
Cc1c2ccnc(C(=O)NCCN(C)C)c2cc2c3cc(F)ccc3n(C)c12,,
COc1ccc2c(c1)c1cc3cnccc3c(C)c1n2CCN1CCCCC1,,
Cc1c2ccncc2cc2c3ccccc3n(CC3=NCCN3)c12,,
Cc1c2ccncc2cc2c3ccccc3n(CCN3CCCCC3)c12,,
Cc1c2ccncc2cc2c3ccccc3n(CCN3CCOCC3)c12,,
Cn1c2ccc(OCCN)cc2c2nc3cnccc3nc21,,
Cn1c2ccc(OCCN3CCOCC3)cc2c2cc3cnccc3nc21,,
C[C@H](N)COc1ccc2c(c1)c1cc3ccncc3nc1n2C,,
Fc1cc(-c2ccnc(Nc3cccc(CN4CCOCC4)c3)n2)cc(N2CCOCC2)c1,14.8,0.7
O=C1Cc2ccc(-c3ccc(OCCN4CCCCC4)cc3)cc2N1,,
CN1C(=O)Cc2ccc(-c3ccc(OCCN4CCCCC4)cc3)cc21,,
O=C1Cc2ccc(-c3cccc(OCCN4CCCCC4)c3)cc2N1,,
c1cc2ccc(-c3ccc(OCCN4CCCCC4)cc3)cc2nn1,,
c1cc(OCCN2CCCCC2)cc(-c2ccc3ccncc3c2)c1,,
CN1C(=O)Cc2ccc(-c3ccc(O)cc3)cc21,,
Fc1ccc(-c2csc(Nc3ccc4ccccc4c3)n2)cc1,,
Fc1ccc(-c2csc(Nc3ccncc3)n2)cc1,,
COc1ccc(Nc2nc(-c3ccc(F)cc3)cs2)cc1,,
CN(C)c1ccccc1Nc1nc(-c2ccc(F)cc2)cs1,,
CN(C)c1ccc(Nc2nc(-c3ccc(F)cc3)cs2)cc1,,
Nc1ccnc2cc(-c3ccccc3)nn12,,
COc1ccc2c(c1)c1cc3cnccc3c(C)c1n2CCN1CCOCC1,,
CNCCOc1ccc2c(c1)c1nc3cnccc3nc1n2C,,
CNCCOc1ccc2c(c1)c1cc3cnccc3c(C)c1n2C,,
C[C@H](N)COc1ccc2c(c1)c1cc3cnccc3nc1n2C,,
Cn1c2ccc(OCCN3CCCCC3)cc2c2cc3cnccc3nc21,,
Cc1cc(-c2nccs2)cc2c3cc(OCCCN4CCCC4)ccc3n(C)c12,,
CN1C(=O)Cc2ccc(-c3cccc(OCCN4CCCCC4)c3)cc21,,
Cc1cc(C2(C#N)CC2)cc2c3cc(OCCCN4CCCC4)ccc3n(C)c12,,
Cc1cc(C#N)cc2c3cc(OCCN4CCCCC4)ccc3n(C)c12,,
O=c1ccnc(Nc2cc(Cl)cc(Cl)c2)[nH]1,,
O=c1ccnc(Nc2cccc(Cl)c2)[nH]1,,
CN1CCN=C1COc1ccc2c(c1)c1cc3ccncc3nc1n2C,,
Cn1c2ccc(OCCN3CCCCC3)cc2c2nc3cc4c(cc3nc21)OCO4,,
Cn1c2ccc(OCC(N)=O)cc2c2cc3cnccc3nc21,,
CS(=O)(=O)Nc1cccc(-c2ccnc(Nc3ccc(CC(N)=O)cc3)n2)c1,1.65,23.6
Cc1cc(C#N)cc2c3cc(Oc4ccnc(N)c4)ccc3n(C)c12,,
COCCNC(=O)c1ccc2c(c1)c1cc(C#N)cc(C)c1n2C,,
COc1cc(Nc2nc(-c3ccccc3)cc(=O)[nH]2)cc(OC)c1,,
Nc1cc(C2CC2)nc2cc(-c3ccccc3)nn12,,
COc1ccc(-c2cc(N)n3nc(-c4ccccc4)cc3n2)cc1,,
COc1cccc(-c2cc(N)n3nc(-c4ccccc4)cc3n2)c1,,
COC(=O)c1n[nH]cc1Nc1ccccc1,,
CC(C)c1cc(N)n2nc(-c3ccccc3)cc2n1,,
C#Cc1cc(N)n2nc(-c3ccccc3)cc2n1,,
COc1ccccc1-c1cc2nc(-c3ccccc3)cc(N)n2n1,,
COC(=O)c1nn(Cc2ccccc2)cc1N,,
COC(=O)c1c(N)cnn1Cc1ccccc1,,
Cc1cc(-c2cnccn2)cc2c3cc(OCCCN4CCCC4)ccc3n(C)c12,,
Cc1cc(-c2cncs2)cc2c3cc(OCCCN4CCCC4)ccc3n(C)c12,,
Cc1cc(C#N)cc2c3cc(OCCNC4CCC(F)(F)CC4)ccc3n(C)c12,,
Cc1c2ccncc2cc2c3cc(OCC4CNC4)ccc3n(C)c12,,
Cc1c2ccncc2cc2c3cc(OC4CCNC4)ccc3n(C)c12,,
COC(=O)c1n[nH]cc1N(C)C,,
Fc1ccc(-c2csc(Nc3cccc(N4CCOCC4)c3)n2)cc1,,
Nc1cc(-c2ccccc2)nc2c(-c3ccccc3)cnn12,,
CCCc1cc(N)n2nc(-c3ccccc3)cc2n1,,
CN(C)c1cc(-c2ccccc2)nc2cc(-c3ccccc3)nn12,,
Cc1cc2nc(-c3ccccc3)cc(N)n2n1,,
COc1ccc(-c2cc3nc(-c4ccccc4)cc(N)n3n2)cc1,,
COc1cccc(-c2cc3nc(-c4ccccc4)cc(N)n3n2)c1,,
OCCNc1cc(-c2ccccc2)nc2cc(-c3ccccc3)nn12,,
O=C(c1n[nH]c2ccccc12)N1CCC(Nc2ccc(Cl)cc2)CC1,25.96,0.9
O=C(c1n[nH]c2ccccc12)N1CCC(NCc2ccc(Cl)cc2)CC1,,
O=C(c1n[nH]c2ccccc12)N1CCN(Cc2ccc(C(F)(F)F)cc2)CC1,24.23,1.0
Cc1c2ccncc2cc2c3cc(OCC4(C)CNC4)ccc3n(C)c12,,
Cc1c2ccncc2cc2c3cc(OCC4CCN4)ccc3n(C)c12,,
Fc1cccc(-c2ccnc(Nc3ccc(CN4CCOCC4)cc3)n2)c1,20.19,0.72
c1cc2ccc(-n3cc(OCCN4CCCCC4)cn3)cc2cn1,29.83,0.84
c1cc2ccc(-n3cc(OCCN4CCCCC4)cn3)cc2nn1,34.24,0.93
CNc1cc2ccncc2cc1-n1cc(OCCN2CCCCC2)cn1,13.84,0.85
Cc1c2ccncc2cc2c3cc(OCCNC4CCOCC4)ccc3n(C)c12,0.82,0.66
Cc1c2ccncc2cc2c3cc(OC[C@H](C)NC4CCOCC4)ccc3n(C)c12,0.51,0.89
Nc1cc(-c2ccccc2)nc2nc(-c3ccccc3)cn12,21.16,0.91
