row_id,cv_iter,fold
3583,0,0
3584,0,0
3588,0,0
3589,0,0
3613,0,0
3618,0,0
3619,0,0
3620,0,0
3623,0,0
3624,0,0
3625,0,0
3626,0,0
3627,0,0
3632,0,0
3657,0,0
3661,0,0
3663,0,0
3664,0,0
3680,0,0
3683,0,0
3693,0,0
3717,0,0
3723,0,0
3724,0,0
3725,0,0
3726,0,0
3728,0,0
2,0,1
4,0,1
13,0,1
15,0,1
16,0,1
26,0,1
31,0,1
56,0,1
62,0,1
67,0,1
75,0,1
76,0,1
84,0,1
89,0,1
125,0,1
128,0,1
135,0,1
137,0,1
159,0,1
162,0,1
167,0,1
187,0,1
191,0,1
194,0,1
201,0,1
202,0,1
203,0,1
204,0,1
210,0,1
211,0,1
213,0,1
215,0,1
219,0,1
220,0,1
226,0,1
232,0,1
233,0,1
234,0,1
241,0,1
242,0,1
243,0,1
256,0,1
257,0,1
258,0,1
259,0,1
261,0,1
266,0,1
270,0,1
271,0,1
272,0,1
273,0,1
278,0,1
282,0,1
283,0,1
315,0,1
316,0,1
317,0,1
332,0,1
333,0,1
334,0,1
335,0,1
338,0,1
340,0,1
353,0,1
354,0,1
355,0,1
362,0,1
363,0,1
366,0,1
367,0,1
369,0,1
371,0,1
372,0,1
386,0,1
391,0,1
394,0,1
396,0,1
398,0,1
399,0,1
406,0,1
411,0,1
414,0,1
415,0,1
417,0,1
418,0,1
419,0,1
431,0,1
432,0,1
433,0,1
436,0,1
438,0,1
445,0,1
448,0,1
449,0,1
450,0,1
451,0,1
453,0,1
455,0,1
459,0,1
465,0,1
466,0,1
474,0,1
478,0,1
479,0,1
480,0,1
484,0,1
485,0,1
489,0,1
490,0,1
492,0,1
495,0,1
496,0,1
497,0,1
499,0,1
500,0,1
504,0,1
521,0,1
528,0,1
529,0,1
530,0,1
546,0,1
547,0,1
549,0,1
552,0,1
567,0,1
585,0,1
587,0,1
623,0,1
656,0,1
669,0,1
674,0,1
679,0,1
683,0,1
692,0,1
693,0,1
694,0,1
695,0,1
705,0,1
706,0,1
712,0,1
714,0,1
722,0,1
726,0,1
741,0,1
743,0,1
757,0,1
758,0,1
767,0,1
768,0,1
779,0,1
783,0,1
791,0,1
794,0,1
795,0,1
797,0,1
798,0,1
801,0,1
803,0,1
812,0,1
813,0,1
814,0,1
820,0,1
821,0,1
825,0,1
829,0,1
830,0,1
847,0,1
849,0,1
850,0,1
854,0,1
856,0,1
857,0,1
863,0,1
864,0,1
875,0,1
882,0,1
897,0,1
907,0,1
908,0,1
911,0,1
917,0,1
923,0,1
928,0,1
934,0,1
935,0,1
944,0,1
945,0,1
950,0,1
953,0,1
954,0,1
955,0,1
958,0,1
959,0,1
964,0,1
973,0,1
974,0,1
977,0,1
978,0,1
979,0,1
990,0,1
1016,0,1
1017,0,1
1020,0,1
1022,0,1
1023,0,1
1033,0,1
1034,0,1
1036,0,1
1037,0,1
1038,0,1
1041,0,1
1042,0,1
1043,0,1
1044,0,1
1045,0,1
1052,0,1
1057,0,1
1061,0,1
1063,0,1
1070,0,1
1072,0,1
1075,0,1
1076,0,1
1077,0,1
1080,0,1
1081,0,1
1093,0,1
1094,0,1
1101,0,1
1104,0,1
1105,0,1
1107,0,1
1109,0,1
1118,0,1
1134,0,1
1138,0,1
1139,0,1
1141,0,1
1145,0,1
1146,0,1
1147,0,1
1154,0,1
1157,0,1
1171,0,1
1183,0,1
1184,0,1
1186,0,1
1187,0,1
1192,0,1
1201,0,1
1203,0,1
1207,0,1
1208,0,1
1223,0,1
1231,0,1
1233,0,1
1234,0,1
1238,0,1
1241,0,1
1242,0,1
1243,0,1
1249,0,1
1252,0,1
1253,0,1
1257,0,1
1264,0,1
1276,0,1
1280,0,1
1283,0,1
1286,0,1
1307,0,1
1315,0,1
1319,0,1
1324,0,1
1325,0,1
1332,0,1
1333,0,1
1339,0,1
1348,0,1
1349,0,1
1350,0,1
1358,0,1
1360,0,1
1361,0,1
1364,0,1
1370,0,1
1371,0,1
1374,0,1
1384,0,1
1391,0,1
1392,0,1
1400,0,1
1403,0,1
1404,0,1
1406,0,1
1407,0,1
1408,0,1
1411,0,1
1420,0,1
1421,0,1
1428,0,1
1429,0,1
1435,0,1
1445,0,1
1446,0,1
1450,0,1
1454,0,1
1455,0,1
1456,0,1
1461,0,1
1464,0,1
1480,0,1
1483,0,1
1494,0,1
1495,0,1
1496,0,1
1500,0,1
1503,0,1
1512,0,1
1514,0,1
1518,0,1
1536,0,1
1549,0,1
1550,0,1
1551,0,1
1553,0,1
1564,0,1
1565,0,1
1579,0,1
1580,0,1
1581,0,1
1582,0,1
1596,0,1
1614,0,1
1622,0,1
1626,0,1
1628,0,1
1650,0,1
1651,0,1
1654,0,1
1656,0,1
1657,0,1
1677,0,1
1680,0,1
1684,0,1
1703,0,1
1713,0,1
1715,0,1
1716,0,1
1721,0,1
1723,0,1
1724,0,1
1740,0,1
1745,0,1
1748,0,1
1749,0,1
1751,0,1
1758,0,1
1762,0,1
1770,0,1
1772,0,1
1773,0,1
1774,0,1
1776,0,1
1777,0,1
1835,0,1
1838,0,1
1842,0,1
1857,0,1
1858,0,1
1859,0,1
1869,0,1
1892,0,1
1893,0,1
1894,0,1
1896,0,1
1903,0,1
1904,0,1
1909,0,1
1925,0,1
1942,0,1
1943,0,1
1951,0,1
1952,0,1
1972,0,1
1973,0,1
1974,0,1
1984,0,1
1987,0,1
1998,0,1
2019,0,1
2020,0,1
2022,0,1
2023,0,1
2024,0,1
2025,0,1
2026,0,1
2028,0,1
2029,0,1
2030,0,1
2031,0,1
2032,0,1
2033,0,1
2034,0,1
2038,0,1
2040,0,1
2045,0,1
2046,0,1
2047,0,1
2050,0,1
2051,0,1
2052,0,1
2058,0,1
2059,0,1
2066,0,1
2068,0,1
2077,0,1
2080,0,1
2081,0,1
2085,0,1
2087,0,1
2091,0,1
2092,0,1
2095,0,1
2101,0,1
2102,0,1
2106,0,1
2114,0,1
2131,0,1
2141,0,1
2145,0,1
2150,0,1
2151,0,1
2152,0,1
2166,0,1
2167,0,1
2168,0,1
2169,0,1
2179,0,1
2186,0,1
2188,0,1
2202,0,1
2203,0,1
2204,0,1
2205,0,1
2218,0,1
2219,0,1
2220,0,1
2222,0,1
2224,0,1
2225,0,1
2226,0,1
2229,0,1
2232,0,1
2246,0,1
2260,0,1
2263,0,1
2266,0,1
2268,0,1
2269,0,1
2282,0,1
2283,0,1
2284,0,1
2287,0,1
2289,0,1
2290,0,1
2296,0,1
2298,0,1
2303,0,1
2312,0,1
2315,0,1
2316,0,1
2318,0,1
2321,0,1
2322,0,1
2323,0,1
2324,0,1
2330,0,1
2331,0,1
2335,0,1
2352,0,1
2357,0,1
2362,0,1
2366,0,1
2380,0,1
2384,0,1
2391,0,1
2392,0,1
2394,0,1
2397,0,1
2399,0,1
2400,0,1
2416,0,1
2425,0,1
2427,0,1
2437,0,1
2438,0,1
2449,0,1
2456,0,1
2458,0,1
2459,0,1
2460,0,1
2461,0,1
2462,0,1
2463,0,1
2488,0,1
2489,0,1
2491,0,1
2507,0,1
2508,0,1
2510,0,1
2521,0,1
2522,0,1
2532,0,1
2533,0,1
2536,0,1
2537,0,1
2545,0,1
2547,0,1
2548,0,1
2549,0,1
2550,0,1
2551,0,1
2554,0,1
2555,0,1
2556,0,1
2559,0,1
2576,0,1
2583,0,1
2590,0,1
2595,0,1
2596,0,1
2598,0,1
2599,0,1
2600,0,1
2601,0,1
2603,0,1
2607,0,1
2622,0,1
2623,0,1
2626,0,1
2628,0,1
2629,0,1
2637,0,1
2652,0,1
2656,0,1
2657,0,1
2661,0,1
2662,0,1
2664,0,1
2669,0,1
2687,0,1
2688,0,1
2689,0,1
2690,0,1
2691,0,1
2692,0,1
2693,0,1
2694,0,1
2697,0,1
2700,0,1
2721,0,1
2722,0,1
2726,0,1
2733,0,1
2734,0,1
2744,0,1
2746,0,1
2747,0,1
2748,0,1
2749,0,1
2750,0,1
2751,0,1
2752,0,1
2755,0,1
2757,0,1
2758,0,1
2762,0,1
2769,0,1
2772,0,1
2776,0,1
2794,0,1
2795,0,1
2797,0,1
2799,0,1
2800,0,1
2808,0,1
2812,0,1
2814,0,1
2816,0,1
2818,0,1
2820,0,1
2822,0,1
2827,0,1
2828,0,1
2829,0,1
2835,0,1
2843,0,1
2845,0,1
2847,0,1
2848,0,1
2849,0,1
2851,0,1
2863,0,1
2864,0,1
2874,0,1
2876,0,1
2877,0,1
2878,0,1
2895,0,1
2903,0,1
2904,0,1
2914,0,1
2918,0,1
2920,0,1
2922,0,1
2923,0,1
2928,0,1
2929,0,1
2930,0,1
2953,0,1
2954,0,1
2966,0,1
2970,0,1
2972,0,1
2973,0,1
2978,0,1
2979,0,1
2982,0,1
2983,0,1
2984,0,1
2986,0,1
2990,0,1
2991,0,1
2998,0,1
3040,0,1
3041,0,1
3043,0,1
3067,0,1
3068,0,1
3077,0,1
3078,0,1
3089,0,1
3090,0,1
3112,0,1
3113,0,1
3116,0,1
3118,0,1
3154,0,1
3161,0,1
3163,0,1
3176,0,1
3179,0,1
3181,0,1
3200,0,1
3201,0,1
3202,0,1
3203,0,1
3212,0,1
3213,0,1
3219,0,1
3221,0,1
3234,0,1
3235,0,1
3236,0,1
3243,0,1
3244,0,1
3254,0,1
3256,0,1
3257,0,1
3258,0,1
3262,0,1
3264,0,1
3279,0,1
3280,0,1
3284,0,1
3286,0,1
3288,0,1
3290,0,1
3306,0,1
3307,0,1
3310,0,1
3312,0,1
3353,0,1
3356,0,1
3357,0,1
3358,0,1
3359,0,1
3362,0,1
3365,0,1
3369,0,1
3374,0,1
3375,0,1
3376,0,1
3392,0,1
3401,0,1
3422,0,1
3423,0,1
3424,0,1
3426,0,1
3447,0,1
3464,0,1
3467,0,1
3468,0,1
3473,0,1
3496,0,1
3497,0,1
3503,0,1
3510,0,1
3517,0,1
3518,0,1
3522,0,1
3524,0,1
3539,0,1
3548,0,1
3550,0,1
3552,0,1
3553,0,1
3565,0,1
3568,0,1
3571,0,1
3572,0,1
3590,0,1
3592,0,1
3607,0,1
3629,0,1
3637,0,1
3639,0,1
3647,0,1
3651,0,1
3660,0,1
3671,0,1
3674,0,1
3675,0,1
3694,0,1
3696,0,1
3697,0,1
3698,0,1
3704,0,1
3708,0,1
3709,0,1
3712,0,1
3715,0,1
3716,0,1
3727,0,1
3729,0,1
3733,0,1
3735,0,1
3737,0,1
1,0,2
14,0,2
17,0,2
18,0,2
19,0,2
20,0,2
21,0,2
22,0,2
23,0,2
24,0,2
27,0,2
28,0,2
29,0,2
35,0,2
37,0,2
39,0,2
40,0,2
41,0,2
42,0,2
47,0,2
49,0,2
60,0,2
63,0,2
64,0,2
65,0,2
66,0,2
69,0,2
70,0,2
71,0,2
90,0,2
93,0,2
112,0,2
118,0,2
126,0,2
127,0,2
140,0,2
173,0,2
179,0,2
183,0,2
189,0,2
197,0,2
207,0,2
208,0,2
209,0,2
217,0,2
218,0,2
223,0,2
230,0,2
235,0,2
236,0,2
237,0,2
238,0,2
244,0,2
247,0,2
264,0,2
265,0,2
284,0,2
285,0,2
290,0,2
291,0,2
292,0,2
293,0,2
300,0,2
306,0,2
311,0,2
312,0,2
314,0,2
318,0,2
321,0,2
324,0,2
326,0,2
328,0,2
329,0,2
330,0,2
336,0,2
337,0,2
344,0,2
346,0,2
347,0,2
348,0,2
349,0,2
351,0,2
358,0,2
374,0,2
378,0,2
381,0,2
397,0,2
409,0,2
412,0,2
413,0,2
422,0,2
446,0,2
452,0,2
458,0,2
467,0,2
472,0,2
482,0,2
483,0,2
491,0,2
494,0,2
502,0,2
505,0,2
506,0,2
508,0,2
509,0,2
510,0,2
511,0,2
515,0,2
548,0,2
559,0,2
565,0,2
566,0,2
568,0,2
569,0,2
570,0,2
584,0,2
586,0,2
597,0,2
613,0,2
614,0,2
618,0,2
619,0,2
621,0,2
626,0,2
632,0,2
638,0,2
646,0,2
648,0,2
650,0,2
653,0,2
654,0,2
655,0,2
657,0,2
670,0,2
671,0,2
672,0,2
677,0,2
686,0,2
687,0,2
688,0,2
689,0,2
691,0,2
724,0,2
734,0,2
736,0,2
739,0,2
746,0,2
751,0,2
760,0,2
769,0,2
770,0,2
771,0,2
775,0,2
781,0,2
802,0,2
804,0,2
805,0,2
815,0,2
827,0,2
828,0,2
832,0,2
834,0,2
835,0,2
843,0,2
844,0,2
845,0,2
846,0,2
858,0,2
871,0,2
872,0,2
884,0,2
885,0,2
904,0,2
906,0,2
909,0,2
920,0,2
931,0,2
933,0,2
938,0,2
949,0,2
951,0,2
963,0,2
975,0,2
985,0,2
986,0,2
987,0,2
988,0,2
989,0,2
991,0,2
992,0,2
993,0,2
994,0,2
996,0,2
997,0,2
1001,0,2
1003,0,2
1008,0,2
1012,0,2
1047,0,2
1048,0,2
1050,0,2
1062,0,2
1069,0,2
1084,0,2
1087,0,2
1088,0,2
1091,0,2
1106,0,2
1108,0,2
1113,0,2
1116,0,2
1128,0,2
1131,0,2
1137,0,2
1140,0,2
1144,0,2
1148,0,2
1150,0,2
1151,0,2
1152,0,2
1160,0,2
1164,0,2
1165,0,2
1167,0,2
1174,0,2
1175,0,2
1176,0,2
1178,0,2
1179,0,2
1180,0,2
1189,0,2
1191,0,2
1196,0,2
1197,0,2
1198,0,2
1209,0,2
1210,0,2
1211,0,2
1212,0,2
1215,0,2
1227,0,2
1228,0,2
1229,0,2
1235,0,2
1250,0,2
1255,0,2
1256,0,2
1258,0,2
1266,0,2
1278,0,2
1282,0,2
1298,0,2
1300,0,2
1310,0,2
1317,0,2
1328,0,2
1341,0,2
1342,0,2
1345,0,2
1363,0,2
1365,0,2
1367,0,2
1376,0,2
1377,0,2
1387,0,2
1395,0,2
1396,0,2
1405,0,2
1410,0,2
1412,0,2
1413,0,2
1417,0,2
1418,0,2
1430,0,2
1433,0,2
1434,0,2
1448,0,2
1451,0,2
1457,0,2
1465,0,2
1467,0,2
1469,0,2
1479,0,2
1486,0,2
1487,0,2
1488,0,2
1493,0,2
1499,0,2
1502,0,2
1508,0,2
1520,0,2
1524,0,2
1526,0,2
1528,0,2
1534,0,2
1538,0,2
1542,0,2
1543,0,2
1547,0,2
1548,0,2
1555,0,2
1562,0,2
1563,0,2
1578,0,2
1584,0,2
1588,0,2
1589,0,2
1590,0,2
1593,0,2
1601,0,2
1602,0,2
1604,0,2
1612,0,2
1617,0,2
1618,0,2
1627,0,2
1637,0,2
1642,0,2
1643,0,2
1644,0,2
1645,0,2
1646,0,2
1647,0,2
1648,0,2
1649,0,2
1660,0,2
1661,0,2
1668,0,2
1669,0,2
1674,0,2
1679,0,2
1685,0,2
1686,0,2
1689,0,2
1705,0,2
1710,0,2
1717,0,2
1735,0,2
1737,0,2
1738,0,2
1739,0,2
1743,0,2
1756,0,2
1763,0,2
1764,0,2
1766,0,2
1771,0,2
1778,0,2
1782,0,2
1783,0,2
1784,0,2
1804,0,2
1808,0,2
1817,0,2
1818,0,2
1819,0,2
1821,0,2
1822,0,2
1823,0,2
1824,0,2
1826,0,2
1827,0,2
1855,0,2
1862,0,2
1863,0,2
1865,0,2
1866,0,2
1870,0,2
1886,0,2
1891,0,2
1898,0,2
1899,0,2
1910,0,2
1923,0,2
1927,0,2
1934,0,2
1935,0,2
1939,0,2
1940,0,2
1944,0,2
1959,0,2
1960,0,2
1963,0,2
1964,0,2
1967,0,2
1968,0,2
1971,0,2
1980,0,2
1997,0,2
2000,0,2
2001,0,2
2003,0,2
2005,0,2
2007,0,2
2010,0,2
2011,0,2
2013,0,2
2015,0,2
2016,0,2
2027,0,2
2035,0,2
2042,0,2
2057,0,2
2061,0,2
2063,0,2
2064,0,2
2065,0,2
2067,0,2
2069,0,2
2075,0,2
2076,0,2
2079,0,2
2088,0,2
2089,0,2
2097,0,2
2117,0,2
2119,0,2
2120,0,2
2123,0,2
2130,0,2
2154,0,2
2155,0,2
2164,0,2
2172,0,2
2176,0,2
2184,0,2
2185,0,2
2194,0,2
2208,0,2
2214,0,2
2215,0,2
2221,0,2
2249,0,2
2252,0,2
2253,0,2
2261,0,2
2288,0,2
2293,0,2
2300,0,2
2304,0,2
2326,0,2
2328,0,2
2334,0,2
2337,0,2
2338,0,2
2344,0,2
2346,0,2
2351,0,2
2359,0,2
2369,0,2
2370,0,2
2376,0,2
2377,0,2
2385,0,2
2386,0,2
2390,0,2
2403,0,2
2404,0,2
2412,0,2
2413,0,2
2417,0,2
2419,0,2
2420,0,2
2421,0,2
2422,0,2
2446,0,2
2457,0,2
2475,0,2
2482,0,2
2502,0,2
2504,0,2
2505,0,2
2519,0,2
2534,0,2
2535,0,2
2539,0,2
2541,0,2
2543,0,2
2544,0,2
2546,0,2
2552,0,2
2553,0,2
2557,0,2
2558,0,2
2563,0,2
2564,0,2
2566,0,2
2567,0,2
2578,0,2
2608,0,2
2624,0,2
2625,0,2
2634,0,2
2635,0,2
2636,0,2
2638,0,2
2640,0,2
2654,0,2
2666,0,2
2667,0,2
2674,0,2
2677,0,2
2678,0,2
2683,0,2
2686,0,2
2698,0,2
2703,0,2
2719,0,2
2723,0,2
2727,0,2
2742,0,2
2759,0,2
2760,0,2
2767,0,2
2768,0,2
2775,0,2
2791,0,2
2793,0,2
2803,0,2
2804,0,2
2811,0,2
2815,0,2
2817,0,2
2819,0,2
2832,0,2
2834,0,2
2837,0,2
2838,0,2
2839,0,2
2840,0,2
2852,0,2
2859,0,2
2867,0,2
2868,0,2
2875,0,2
2881,0,2
2882,0,2
2883,0,2
2884,0,2
2889,0,2
2890,0,2
2894,0,2
2899,0,2
2902,0,2
2909,0,2
2912,0,2
2919,0,2
2925,0,2
2926,0,2
2927,0,2
2931,0,2
2932,0,2
2933,0,2
2934,0,2
2935,0,2
2936,0,2
2938,0,2
2950,0,2
2965,0,2
2977,0,2
2980,0,2
2988,0,2
2992,0,2
2993,0,2
2994,0,2
2999,0,2
3015,0,2
3017,0,2
3018,0,2
3019,0,2
3021,0,2
3028,0,2
3029,0,2
3048,0,2
3049,0,2
3056,0,2
3057,0,2
3058,0,2
3063,0,2
3064,0,2
3065,0,2
3075,0,2
3081,0,2
3082,0,2
3084,0,2
3088,0,2
3103,0,2
3111,0,2
3120,0,2
3121,0,2
